tweetDate,handle,text
Mon Nov 11 23:28:17 +0000 2019,akorcat271070,"Grifo cerrado #IBEX35 , #BancoSantander ⁦@CiutadansCs⁩ https://t.co/2eduyw68fA"
Mon Nov 11 14:47:10 +0000 2019,AsocEyC,"Este miércoles en @EY_Spain presentamos el II Informe #EJECON - @Atrevia con el objetivo de dar a conocer la situación de la #mujer en los puestos claves de las empresas del #IBEX35. ¡Si quieres asistir, inscríbete en este enlace! #TalentoSinGénero
👉 https://t.co/CeJNwaQZSR https://t.co/MuIytDj4lv"
Mon Nov 11 20:33:58 +0000 2019,Bolsacarlosmari,"#Ibex35 lo tenemos en vigilancia, el indicador Atlas está activado, señal de que se dan las condiciones para un movimiento brusco, media de 30 sesiones creciente. https://t.co/tNCdTEe6dE"
Tue Nov 12 08:04:24 +0000 2019,ExpansionBolsa,"El #Ibex35 abre con subidas del 0,36% hasta los 9.422 puntos https://t.co/kIq9kwOerQ #Bolsa #mercados"
Tue Nov 12 11:09:37 +0000 2019,soziableES,"El número de empresas del #IBEX35 que reporta sobre #BrechaSalarial se ha duplicado en el último año.

Sin embargo, según el Clúster de Impacto Social de @foretica, el 66% de estas no especifica qué conceptos retributivos considera.

Más info, aquí👇
https://t.co/HnXhkKilZm https://t.co/tn1HRdJo7L"
Fri Nov 08 19:00:01 +0000 2019,wethetraders,"El #Ibex no rompe y empieza a quedarse sin argumentos.
#Ibex35 #trading #Fibonacci https://t.co/0O4hIuYJzZ"
Tue Nov 12 08:14:59 +0000 2019,inversor_el,"#ibex35 tiempo real, reboto desde donde debía y llega a zona peligrosa... https://t.co/hGaG0vCA4l"
Mon Nov 11 13:21:14 +0000 2019,crudo8,El papel que juega Mr. #Ibex35 debatiendo con periodista en torno a “que han frenado a la ultraderecha” refleja el carácter de chulería de tienda de “todo a 100” del @PSOE  https://t.co/FSQGe9sRaS
Tue Nov 12 14:15:10 +0000 2019,SeluSVQ,"Dice @A3Noticias que la noticia del Gobierno de Coalición ha hecho caer el #Ibex35.

Se ve que si miramos a 5 días, lo de hoy no es relevante... 

¿Tergiversando? No me lo experaba https://t.co/NRSF8Te9w8"
Mon Nov 11 12:17:20 +0000 2019,RevistaHaz,¿Cómo cumple el #IBEX35 la Ley de información no financiera y de #diversidad? Hace casi un año de la entrada en vigor de la #Ley112018. Cómo están cumpliendo las empresas españolas? Un #informe de @EY_Spain analizado por @albertvilarino #reporting  https://t.co/IsZIPZ2YAt https://t.co/eapdrQIxMx
Mon Nov 11 09:07:32 +0000 2019,Uribe_guille,"#CBS #cisco #Walmart o #Nvidia entre los resultados a vigilar esta semana, vía @AUDIOmercados 

https://t.co/iHR65CAV1z

#WallStreet #DowJones #SP500 #bolsa #DAX #ibex35 #trading #Trader #forex https://t.co/8lY7nItioo"
Sun Nov 10 23:40:14 +0000 2019,veronicfg,"""La hormiga, por odio a la cucaracha, voto al insecticida. Murieron todos, hasta el grillo q se abstuvo""

El #ibex35 ""duerme tranquilo"" mientras gritan ""a por ellos"". Ellos somos nosotras las mujeres, los migrantes, los catalanes...

NO DORMIRÉ TRANQUILA

#EleccionesNoviembre2019 https://t.co/OpsTS7j5fE"
Sat Nov 09 17:09:25 +0000 2019,Albitamix,"Situación y zonas clave en #Acciona, #Arcelormittal, #Bankia, #Cellnex, #Ferrovial, #Inditex 

👇🏽👇🏽 #bolsa #Ibex35 
https://t.co/CEUpKQRmOJ"
Fri Nov 08 19:31:44 +0000 2019,Fredy_Rotonda,"Para tener certeza de que el rebote esta agotado, debería perder los 9200 puntos...Solo por encima de los máximos de septiembre de 2018 (9665) cambiaría mi escenario. #Ibex35 https://t.co/kbMxyITWDN"
Thu Nov 07 18:45:02 +0000 2019,HorcajoXavier,"PULSO ECONÓMICO: Hoy con J.L. Fernández (USO) y Antonio Banda (Feelcapital). A las 20h en El Toro tv/Intereconomia.

#pulsoeconomico #economia #ibex35 #bolsa #paro #xavierhorcajo #ipc #hipoteca #vivienda #pib #eltorotv #telecomunicaciones #renovables #banca #pensiones #eurozona https://t.co/zqoGDH6Ema"
Thu Nov 07 15:51:18 +0000 2019,words4cat,"Això, a gran escala és també un veritable #TsunamicDemocratic.👇

Som exigents amb els nostres representants polítics. Siguem-ho encara més amb el nostre consum diari. Adeu a la repressió, adeu a les portes giratòries i pràctiques corruptes d l'#IBEX35! 
#ConsumEstratègic"
Wed Oct 30 18:03:23 +0000 2019,wethetraders,"El #Ibex ha rebotado donde tenía que hacerlo para mantener intacta la posibilidad de romper por arriba en próximas sesiones. 
#Ibex35 #trading #Fibonacci https://t.co/qYv7ooJFuu"
Fri Nov 08 07:47:48 +0000 2019,MoloBartolo,"@sanchezcastejon @PSOE Bueno y a los corruptos y socios de #Ibex35 o no?
#EstafaBancoPopular es el mayor escándalo financiero de la historia de #España y #Psoe igual que #Cs prefieren defender a su jefa @AnaBotin en lugar de defender a 300.000 filias arruinadas.
No con mi voto.
#BancoSantander mafia https://t.co/NiOOL72ZfO"
Sat Nov 09 17:37:18 +0000 2019,IsaacFerreMiral,#ibex35 i tot el seu equip et governamental ja pot anar invertint amb metalls. No tindreu prou acer per a tancar-nos a tots. #LlibertatPresosPoliticsiexiliats #10NTotsAVotar #eleccionesgenerales10N #RiuadaEbrenca #JornadaDeReflexio #tortosa https://t.co/DI2AUYD5nz
Fri Nov 08 16:44:02 +0000 2019,soziableES,"¿#Transparencia sobre #BrechaSalarial en el #Ibex35?

Según un informe del Clúster de Impacto Social, coordinado por @foretica, en el último año se ha duplicado el número de grandes entidades que reportan sobre esta materia.

Infórmate en @soziableES👇
https://t.co/HnXhkKilZm https://t.co/PAhklJj5nR"
Sun Nov 10 19:28:48 +0000 2019,manelmarquez,"A ver si os enterais en #España hay que hacer elecciones hasta que salga lo que quiere el #ibex35 que son los que mandan! #eleccionesgenerales10N 
#EleccionesNoviembre2019
#Elecciones10NL6
#UnidasPodemos10N https://t.co/C3QNku9Sym"
Thu Nov 07 12:45:30 +0000 2019,666olga,"Podemos dar una lección democratica al #IBEX35 porque #SiSePuede adelante compañer@s que nadie te diga que no, #ElPoderdeLaGente aún no la conocen los que dirigen este país sin presentarse a las elecciones y no pueden levantar el teléfono para pedir favores a #UnidasPodemos 💜✊🏼 https://t.co/9odYh0GO36"
Mon Nov 11 07:43:47 +0000 2019,MoloBartolo,"@josecdiez ¿Desde cuándo un diputado puede permitirse un ritmo de vida de 10.000€/mes?
¿Quién te dice que no va a seguir a sueldo del #ibex35?
¿Cuando has visto a @CiudadanosCs denunciar #EstafaBancoPopular ?
#PPcorrupto y #BancoSantander #Mafia , #corrupción
#Justicia  , #Elecciones10NL6 https://t.co/BmAQpJjn6x"
Sat Nov 09 10:27:23 +0000 2019,CivitiMarti,"Demà voteu el que considereu, però també podeu votar cada dia optant per una societat més lliure, justa i sostenible abandonant les empreses i bancs de l' #ibex35 contractant banca ètica i passant-vos a empreses/cooperatives d'energies renovables, consum ecològic o comunicacions."
Fri Nov 08 09:37:17 +0000 2019,Ladymoniquecoco,"Votantes de izquierdas el #10N nos jugamos el presente y parte del futuro. Pese a:
@joanbaldovi
@ierrejon
@compromis
@PSOE
#cloacasDelEstado
#PeriodismoSicario
#ibex35
Tenemos una oportunidad de oro para cambiar algo de verdad, es ahora o nunca @ahorapodemos #UnGobiernoContigo"
Thu Nov 07 07:36:17 +0000 2019,StaminaTraders,"Como vienen los #futuros #indices #FelizJueves 
#ibex35 +0,68%
#dax +0,66%
#esx50 +0,65%
#sp500 +0,51%
@StaminaTraders @Admiral_Spain @cdemercados @trade4returns @MarketWatch @mauriciopriego @MauricioCSinner @libre_mercado @megabolsa @ramonmorell @TraderAndreaN @NoticiasdeAita"
Fri Nov 08 19:00:01 +0000 2019,wethetraders,"El #Ibex no rompe y empieza a quedarse sin argumentos.
#Ibex35 #trading #Fibonacci https://t.co/0O4hIuYJzZ"
Mon Nov 11 01:00:26 +0000 2019,TradersCom,"Spain major national parties’ final, compared with  tallies in April’s elections:
Left 157 seats: #PSOE 120 (down 3), #Podemos 35 (down 7), #MasPais 2
Right 149 seats: #PPC: 87 (up 21), #Vox: 52 (up 28), #Citizens: 10 (down 47) $EUSUSD #ibex35 Update https://t.co/LD8S63NjNR https://t.co/kaHp7wpUI4"
Mon Nov 11 07:22:15 +0000 2019,MoloBartolo,"@cristina_pardo ¿Cómo va a mantener su ritmo de vida de 10.000€/mes?
¿Le va a seguir financiando el #Ibex35?
#EstafaBancoPopular #ppcorrupto 
El mayor robo de la historia y los medios, incluida @laSextaTV, callados. Money makes the world go around.
#Elecciones10NL6 #URGENTE #FelizLunes https://t.co/BCYVckaGU7"
Fri Nov 08 09:11:52 +0000 2019,MoloBartolo,"@sanchezcastejon @ximopuig @susana_ros @ErnestoBlanch @AmparoMarcoGual ¿Por qué apoya el mayor escándalo financiero de la historia de #España , #EstafaBancoPopular?
#BancoSantander controla a #PPcorrupto a #Cs y por lo que veo a #Psoe ....
Espero que no uno solo del millón de afectados vote a ninguno de estos 3 partidos comisionistas del #ibex35 https://t.co/Csz0a4dDGb"
Sun Nov 10 23:46:49 +0000 2019,ELITE_COSTA_SOL,"Nos alegramos de que el sr @Albert_Rivera haya encontrado tan pronto trabajo después de su debacle electoral, de algo sirve tener buenas relaciones con el #Ibex35.

PD- Si a los 3 meses lo despiden siempre podrá ir a la recogida de la fresa de #Huelva.

#eleccionesgenerales10N https://t.co/TaAhQidAA5"
Fri Nov 08 10:56:02 +0000 2019,ExpansionBolsa,El #Ibex35 pierde un 41% desde su récord de hace doce años https://t.co/5d5pydohMk Lo cuenta @crosique11 #Bolsa #mercados https://t.co/Fty0pbJqvx
Thu Nov 07 11:39:46 +0000 2019,lizcastro,"“Va a fora o està descontenta amb l'entitat?""
""No, no, no marxo. Estic descontenta que l'entitat canviés l'adreça per fer por després del referèndum""
“Ah, doncs si en algun moment…”
“Si en algun moment l'entitat defensi aquest país, potser hi tornaria.” https://t.co/zetEqihcqQ"
Mon Nov 04 08:19:51 +0000 2019,EPeconomia,"El #Ibex35 inicia la semana al alza (+0,47%), con IAG a la cabeza (+1,4%) tras comprar Air Europa https://t.co/Ffr8xOkTNl https://t.co/RFtSnDlR4m"
Mon Nov 04 09:09:22 +0000 2019,Neniques,"El #PSOE y sus medios, la derecha y sus medios, agitan hoy en sus respectivas encuestas la amenaza de que vienen unos u otros según les convenga para polarizar una vez más, y así mantener viva la llama del #Bipartidismo, verdadero paraíso fiscal y retiro espiritual del #Ibex35 https://t.co/wTeAyN49Ge"
Tue Jun 05 14:37:33 +0000 2018,AnaBotin,"En un momento clave para la Unión Europea, tener a @NadiaCalvino como nuestra nueva ministra de Economía es una garantía de que España seguirá aumentando su peso en las instituciones europeas. Enhorabuena Nadia."
Tue Nov 05 19:25:01 +0000 2019,SagiTARDIS,"🅿️▶️ Hemos sido los BUFONES de unos TITERES a las ordenes de las Elites del #IBEX35 

👉 DESPERTAD! RECUPERAD lo que es vuestro, lo que nos pertenece y no han estado robando durante mas de 40 años.

#El10NVotaUP💜 #10N
SyR! ✊ ❤💛💜 @MartesPodemos https://t.co/Gw0Hrj0H53"
Sun Nov 03 14:16:22 +0000 2019,MoloBartolo,"@sanchezcastejon @LaVanguardia * Hundir un banco
* Arruinar a 300.000 familias.
* LLenar los bolsillos de @AnaBotin 
* Salatarse la Ley para ayudar al #ibex35 
#EstafaBancoPopular ejecutada por #PPcorrupto y #BancoSantander , pero silenciado por #Psoe y #Ciudadanos.
#eleccionesgenerales10N #corrupción https://t.co/9ipkyJbF1x"
Sun Nov 03 15:37:22 +0000 2019,PodemosTelde,"Hoy hemos estado en el #Mercadillo de #Jinámar. Último domingo antes de las elecciones del #10N

Lucharemos para tener  
#UnGobiernoContigo y no con las empresas del #IBEX35, como hacen el resto de partidos. https://t.co/sg0BYyOlJK"
Tue Nov 05 19:27:45 +0000 2019,SagiTARDIS,"🅿️▶️ Un soplo de AIRE FRESCO ante tamaña corrupción amparada por bipartidismos, trifachitos y las Elites del #IBEX35 

👉 Llena tus pulmones de ESPERANZA, de FUTURO.

#El10NVotaUP💜 #10N
SyR! ✊ ❤💛💜 @MartesPodemos https://t.co/UdSjv3ikS6"
Tue Nov 05 19:06:07 +0000 2019,SagiTARDIS,"🅿️▶️ Demostremosles todos a una que un cambio es posible, basta de trifachitos, bipartidismo e #IBEX35 

#El10NVotaUP💜 #10N
SyR! ✊ ❤💛💜 @MartesPodemos https://t.co/FHwDSRuJbS"
Mon Nov 04 13:10:38 +0000 2019,marcfontribas,"1) Aprofitant que tenim el Borbó aquí, obro fil sobre els suports que té la monarquia a Catalunya. Un dels bastions que li queda és la Fundació Princesa de Girona, impulsada per La Caixa i altres i que agrupa grans empreses. Ho explico a @Diari_Public https://t.co/2W62YJxIDK"
Tue Nov 05 11:51:42 +0000 2019,LourdesLozad,"No cabe duda que @sanchezcastejon quiere gobernar siempre a disposición del #Ibex35 🤦🏻‍♀️🤦🏻‍♀️ con mi voto os aseguro que No
@Podemosnavarra @PodemosBurlaTDa @icobosbel @ainhoaaznarEZ @MikelBuil @ahorapodemos @PodemosPamplona @GaxanSad"
Wed Nov 06 07:35:10 +0000 2019,Uribe_guille,"3 noticias que debes saber a esta hora y que contamos en @AUDIOmercados 

🎙🇨🇳 sigue presionando a 🇺🇸 para que retire tarifas
🎙servicios 🇯🇵 caen a contracción #PMI 
🎙Probab a que la #Fed mantenga tipos sube al 95%

https://t.co/iHR65CAV1z

#DAX #trading #Trader #IBEX35 https://t.co/OyDYYL0bQ8"
Tue Nov 05 07:33:45 +0000 2019,StaminaTraders,"Como vienen los #futuros #indices #FelizMartes 
#Ibex35 +0,05%
#DAX +0,12%
#esx50 +0,08%
#SP500 +0,19%
@StaminaTraders @pakotrading @valenciaplaza @BolsaInversion @Pep_Jimenez @GiancarloPrisco @mauriciopriego @practifinanzas @pratseva @voz_populi @myfxdataprov @LUQUEORTIGOSA"
Mon Nov 04 18:45:42 +0000 2019,HorcajoXavier,"PULSO ECONÓMICO:
Juan Iranzo y M A Cicuéndez. A las 20 h en El Toro tv/ Intereconomia.
#pulsoeconomico #economia #ibex35 #bolsa #paro #xavierhorcajo #euro #ipc #hipoteca #vivienda #pib #eltorotv #telecomunicaciones #politica #españa #elecciones #casado #sanchez https://t.co/O1GelGylic"
Tue Nov 05 08:23:54 +0000 2019,Renta4,"El #Ibex35 abre en rojo en la jornada del #Martes 

🇪🇸 #Ibex35 🔻 -0,13% (9.404 puntos)

Mayores subidas:

#SiemensGamesa 🔼 +1,66%
#Bankia  🔼  +0,75%
#ArcelorMittal 🔼  +0,74%

Mayores caídas: 

#Iberdrola🔻-1,14%
#Telefonica🔻 -1,34%
#Endesa🔻-2,18%"
Wed Nov 06 20:12:56 +0000 2019,ciudadanoRASO,"No luchar contra el estado mínimo liberal, subsidiario del #IBEX35, equivale a descentralizar hacia competencias privadas las políticas económicas, sociales y culturales. Hacerlo hacia administraciones territoriales, ¿es golpismo?

https://t.co/WXkoIT3qpN

#RepúblicaEsImparable https://t.co/3NhrPVa7cX"
Wed Nov 06 08:32:21 +0000 2019,moner80,"Ja tinc els resultats de les eleccions #10N
#debatv3 
Ha guanyat Amancio Ortega del #Ibex35 👋 https://t.co/34n4avSsYO"
Mon Nov 04 23:40:06 +0000 2019,xilimeme,"Su puede decir más alto pero no más claro. Si las empresas del #IBEX35 generan beneficios en España que #Paguen los impuestos en España y allí donde generen actividad económica real, y no en #ParaisosFiscales

#debatea5RTVE
#JusticiaFiscal"
Tue Nov 05 09:16:30 +0000 2019,WomenBcn,"🔴Estas son las #empresas del #IBEX35 con más y menos mujeres en sus consejos. v @MujeresaSeguir 

🔴Pista: Los consejos con más mujeres son los de Red Eléctrica, con un 41,7%: Caixabank, con un 37,5%  https://t.co/HKH2EPXKL2 #Agenda2030 #Igualdad"
Mon Nov 04 18:16:08 +0000 2019,manelmarquez,"Informan que el peatge autopista de la #C16 de Terrassa a Manresa està obert. Se puede pasar sin pagar! #Ibex35
Abierto peaje de #Terrassa #Catalunya por la, acción de piquetes. https://t.co/6aBXpCjSSu https://t.co/FCeS6m4QKU"
Tue Nov 05 19:56:38 +0000 2019,SagiTARDIS,"🅿️▶️ ¿Quieres que lo contratos de trabajo sean ESTABLES?

👉 ABOLICIÓN de la #ReformaLaboral
Impuesta por @PSOE, trifachito y las Elites del #IBEX35 

#El10NVotaUP💜 #10N
SyR! ✊ ❤💛💜 @MartesPodemos https://t.co/gO3i36Gwwf"
Tue Nov 05 12:41:43 +0000 2019,PodemosLeganes,"Por qué la fiesta de los de arriba la pagamos los de abajo, por qué el #IBEX35 no quiere que estemos en el gobierno,  por qué en vez de recortar por abajo, por qué el fraude y los pelotazos siguen funcionando. El #10N están en juego tú bienestar https://t.co/cAX7HEio1j"
Mon Nov 04 16:08:44 +0000 2019,words4cat,"Llegiu aquest fil👇
En acabar visiteu la  web #ConsumEstratègic https://t.co/3z9gPjEXXt
i mireu quantes alternatives teniu a totes les empreses que apuntalen al Borbó. L'#Ibex35 és còmplice de la repressió a #Catalunya. #AdeuIbex35
#NotenimRei
@EinesPaisConsum 
@CatconsumCat"
Wed Oct 30 13:01:26 +0000 2019,MoloBartolo,"@sanchezcastejon @PSOE @iescolar @irecr @eldiarioes El #Psoe , al menos el tuyo, siempre siempre mira al #Ibex35 por eso eres cómplice en silencio del mayor escándalo financiero de la historia de #España , #EstafaBancoPopular , perpetrado por tu Reina Roja y #PPCorrupto. Por eso no pactaste, por los favores buscados. #Justicia https://t.co/4SYQfiYFLa"
Wed Oct 30 08:04:39 +0000 2019,ExpansionBolsa,"El #Ibex35 abre con caídas del 0,29% hasta los 9.373 puntos https://t.co/SxKoTE1iDQ #Bolsa #mercados"
Wed Oct 30 18:47:39 +0000 2019,HorcajoXavier,"PULSO ECONÓMICO: Miguel Momobela y Jorge Colvin. A las 20 h en El toro tv/ Intereconomia.

#pulsoeconomico #economia #ibex35 #bolsa #paro #xavierhorcajo #euro #hipoteca #vivienda #eltorotv #telecomunicaciones #construccion #renovables #banca #pensiones #eurozona #bce #brexit https://t.co/ObA7eoHkLG"
Wed Oct 30 10:45:45 +0000 2019,ExpansionBolsa,Las caídas de @bancosantander en el #Ibex35 superan el 3% https://t.co/gpTsBq1iqE #Bolsa #mercados https://t.co/BhxNKVjBCL
Wed Oct 30 19:11:37 +0000 2019,Bolsacarlosmari,"#Ibex35 canal creciente, viene de tocar en la parte superior, ahora toca buscar apoyos, casi siempre en la parte inferior del canal, resistencia en 9.360 puntos, indicador Koncorde da señal de salida. https://t.co/Cn16E2F1T2"
Wed Oct 30 21:57:09 +0000 2019,CUPTarrega,"@cupnacional @CUPReus @TIzuriaga regidora de @CUPTarrega, a l'Assemblea de càrrecs electes
💬➡ Exigim al @govern estar al costat de les detingudes
➡ Que es deixi d'alimentar empreses de l'#Ibex35
➡ Estem Per la creació d'una banca pública
#Ingovernables
#Llibertatpresospolitics
#municipalisme https://t.co/p9lvExaNB6"
Sat Nov 02 11:29:57 +0000 2019,Angel_Perseo_,"#Ibex #Ibex35 este es mi mapa durante el último año. Tras superar directriz bajista, parece que completa el throwback hasta la zona 9200. Está dibujando el segundo hombro de un HCHI cuya clavicular pasa por la resistencia 9450. Por arriba, el siguiente objetivo pasaría por 9600. https://t.co/0yMg9wCVL2"
Thu Oct 31 08:52:09 +0000 2019,javierjuantur,"Cosas que pasan inadvertidas entre la marea electoral. 
No olvidemos que son gente como Florentino, las Koplowitz y el #Ibex35 quienes realmente gobiernan el país.
#FCC, imputada por el pago de sobornos en obras del metro y la ciudad de la salud en Panamá.
https://t.co/h7lj1iMbve https://t.co/VQ7BQKuHNO"
Thu Oct 31 11:48:59 +0000 2019,OIenAlicante,"Empresas del #IBEX35: las enormes diferencias salariales, la insuficiente proporción que pagan de impuestos o la brecha salarial de género, son algunos de los comportamientos que contribuyen a aumentar la #desigualdad. 
#QuienParteyReparte 
👉 https://t.co/y9aIDsTZhe https://t.co/pQxvIAMvw2"
Thu Oct 31 16:38:52 +0000 2019,ExpansionBolsa,"📉 El #Ibex35 cierra con una caída del 0,36%, hasta los 9.251 puntos https://t.co/f9s4bvdBCq #Bolsa #merados https://t.co/0i3ildBIc4"
Wed Oct 30 17:53:18 +0000 2019,CapacitaRSE,Interesante análisis #ESG de las empresas cotizantes en el #IBEX35 https://t.co/5SmzKkDEfk #DataSost
Wed Oct 30 22:05:07 +0000 2019,Javimel61,"""#RepublicaEnMiCorazon: ""Españoles... mirénme a los ojos y créanme: #Sanchez es un títere del capital, aquí gobierna el #Ibex35""
#FelizMiercoles"" https://t.co/xOFfCoHwAf"
Thu Oct 31 07:36:49 +0000 2019,StaminaTraders,"Como vienen los #futuros #indices #FelizJueves 
#ibex35 +0,29%
#DAX -0,05%
#esx50 0%
#SP500 +0,04%
@StaminaTraders @Admiral_Spain @mauriciopriego @MauricioCSinner @cdemercados @MarketWatch @libre_mercado @megabolsa @ramonmorell @MasQueTrading @TraderAndreaN @NoticiasdeAita"
Wed Oct 30 16:39:46 +0000 2019,ExpansionBolsa,"📉 El #Ibex35 cierra con una caída del 1,23%, hasta los 9.284 puntos https://t.co/SxKoTE1iDQ #Bolsa #mercados"
Fri Nov 01 17:53:17 +0000 2019,MoloBartolo,"@pablocasado_ Lo que es increíble es que parte de la clase media siga pensando que #PPcorrupto piensa en ellos antes de en el interés del #IBEX35. 
Labhistoria del PP está llena de cadenas de  favores. La última #EstafaBancoPopular, 300.000 familias arruinadas para ayudar a @AnaBotin https://t.co/D47QNRDO8t"
Sat Nov 02 08:20:05 +0000 2019,_infoLibre,"Lobistas' en Bruselas, pero no en España: el doble rasero de las empresas del #IBEX35, por @yolanda_glez https://t.co/2SjdERE7fC https://t.co/PqsbwNTyiY"
Fri Nov 01 08:04:20 +0000 2019,ExpansionBolsa,"El #Ibex35 abre un 0,42% al alza en 9.296 puntos https://t.co/1RN9q5Ce0i #Bolsa #mercados https://t.co/mAciQFpYM7"
Sat Nov 02 14:39:41 +0000 2019,Javimel61,"""#Debatea7RTVE: @Adrilastra: ""nos han obligado a ir a unas nuevas elecciones... ¿Nos han obligado? Sí claramente, nos ha obligado el partido de la traición @PSOE, la banca, el #Ibex35, #FelipeGonzalez, su amigo Aznar, Florentino Pérez...""
#AmancioOrtega
#UnGobiernoContigo"" https://t.co/a5t04R7d9u"
Wed Oct 30 22:40:58 +0000 2019,seeitmarket,"NEW Article: “ Spain IBEX 35 Stock Index Breaks Out, Price Target 10,000” - https://t.co/82RJrGPEAc  by Cerundolo Research 

#IBEX35 $EWP https://t.co/ob0qZ5xthz"
Sat Nov 02 18:22:59 +0000 2019,Bolsacarlosmari,"#Ibex35 aunque la percepción sea de una mala semana, la vela no lo es tanto y deja la puerta abierta para seguir subiendo hacia la zona 9.600 puntos, velas semanales. https://t.co/yfBlg7ieLD"
Mon Oct 28 06:36:00 +0000 2019,SomEnergia,"Lo que no verás en las cooperativas: «La brecha salarial aumenta, y la distancia media entre el sueldo más alto y el salario medio de cada empresa del #IBEX35 ya es de 123 veces»
 
123 veces...

Informe de @OxfamIntermon
https://t.co/MXkOV7Xpz4"
Mon Oct 28 18:39:12 +0000 2019,HorcajoXavier,"PULSO ECONÓMICO:Hoy Juan Iranzo y Miguel Ángel Cicuéndez. A las 20h en El Toro tv/ Intereconomía 

#pulsoeconomico #economia #ibex35 #bolsa #paro #xavierhorcajo #euro #ipc #vivienda #pib #eltorotv #telecomunicaciones #construccion #renovables #banca #pensiones #eurozona  #brexit"
Tue Oct 29 07:33:39 +0000 2019,StaminaTraders,"Como vienen los #futuros #indices #FelizMartes 
#Ibex35 -0,16%
#DAX -0,08%
#esx50 -0,08%
#SP500 +0,05%
@StaminaTraders @pakotrading @valenciaplaza @BolsaInversion @Pep_Jimenez @mauriciopriego @GiancarloPrisco @voz_populi @practifinanzas @myfxdataprov @pratseva @LUQUEORTIGOSA"
Tue Oct 29 16:27:44 +0000 2019,Fund_Diversidad,20 empresas del #IBEX35 han completado el Árbol de la #Innodiversidad. Todavía estás a tiempo de participar. Toda la información aquí: https://t.co/ihjygh83Th #diversidad
Sun Oct 27 18:21:42 +0000 2019,Joanrasan,"Segons l'informe de #Oxfam #QuienParteyReparte, l'empresa de l' #ibex35 que més desigualtats genera és el Santander https://t.co/ki5UQ3n4nT"
Wed Oct 30 07:19:43 +0000 2019,GonzaloFanjul,El estupendo informe de @OxfamIntermon sobre #Ibex35 y #desigualdad ha constatado la dificultad de abrir debates sobre justicia social en este tiempo de banderas y abanderados. Mi reflexión en @3500M de @Planeta_Futuro @el_pais. https://t.co/vppn5L531R
Tue Oct 29 18:30:58 +0000 2019,Bolsacarlosmari,"Buenas noches, familia, retomamos el #Ibex35 canal creciente de agosto, reptando por la parte alta, problemas para superar los 9.450 puntos aunque se podría esperar que logre tocar los 9.580 antes de una corrección. https://t.co/ZeLejBIQKO"
Sun Oct 27 19:57:35 +0000 2019,rober_chani,"#IBEX #IBEX35
La ruptura de la bajista que viene de los máximos de 2017 abre objetivos a medio plazo en la zona de 10.200 puntos aproximadamente para Marzo de 2020.
Solo veo una opción de que esto no se cumpla y es que tengamos un Brexit duro, pero creo que saldrán con acuerdo. https://t.co/UwBHUJu4hm"
Tue Oct 29 12:30:00 +0000 2019,OIenValencia,"📢📢📢 Publicamos el informe #QuienParteyReparte, una panorámica del impacto de las empresas del #IBEX35 en la #desigualdad.

@Femconomia
@JOVESOLIDES
@IntersindicalV
@AxSolidaridad
@xarxaeapncv
@Acontracorrent
@EconomiaJusta

✅ Podéis descargarlo aquí: https://t.co/N4cbp7Ydjj https://t.co/bOWFjCPpwN"
Sun Oct 27 17:35:54 +0000 2019,luisdeber,"El #emprendimiento es una actitud, seas o no empresaria o profesional independiente. Gracias a @laopinioncoruna y a Ana Carro Abarrategui por la entrevista @fundacionronsel @ybspain https://t.co/LkD672TBBw"
Mon Oct 28 15:37:35 +0000 2019,inversor_el,"#ibex35 tiempo real, seguimos alcistas pero, personalmente, considero que este movimiento de nuestro selectivo podría terminarse en la zona 9.580 - 9.640, y desde ahí iniciar un sano recorte. Veo ya mucho optimismo y es necesario rebajarlo para apuntar mas arriba https://t.co/I1y9XxhEFP"
Tue Oct 29 21:11:20 +0000 2019,RpgPodemos,Podemitas y digo yo.... Q tal si le pegamos un BUEN SUSTO a todo el #ibex35 y VOTAMOS @ahorapodemos y pasamos de los 50 escaños..... Os apetece.... #YoMeApunto
Mon Oct 28 18:00:46 +0000 2019,OIenValencia,"🔶Vamos a jugar🔶

¿Qué porcentaje de mujeres crees que ocupan puestos directivos en las empresas del #IBEX35? 

#QuienParteyReparte"
Mon Oct 28 09:33:41 +0000 2019,OIenValencia,"👨‍🏫📽️ Joan Ramon Sanchis Palacio @Joanrasan, professor de la Facultat d'Economia de la Universitat de València - UV va compartir un vídeo sobre el informe de Oxfam Intermón📃 #QuienParteyReparte #IBEX35 
@JusticiaFis @FdEconomiaUV @EBCvalencia 

https://t.co/PAcegwTnOO"
Sat Oct 26 22:31:29 +0000 2019,montxoarmendari,"El Santander está siendo investigado en el mayor escándalo de fraude fiscal de Europa, que el diario francés Le Monde ha denominado «el robo del siglo»
https://t.co/Ci9TANQi67"
Mon Oct 28 11:33:23 +0000 2019,CKLcomunica,Christine Lagarde toma el mando del #BCE-Las mujeres cobran un 15% menos que los hombres en las empresas del #Ibex35-II edición de #TalentWoman2019-Más Valley y menos Sillicon-La gran Josefina Molina https://t.co/hSAQArWhRU
